Date,Tweet,processed_text,cleaned_text
2022-01-08 18:32:49+00:00,Td ada banner gede di deretan pkl danau unesa. Tulisannya kyk ttg gaada pungutan buat pkl dll gitu ternyata pas mendekat dibawahnya ada foto org partai duhh. Placement emg no.1,td banner gede deretan pkl danau unesa tulisannya kyk ttg gaada pungutan buat pkl dll gitu ternyata pas mendekat dibawahnya foto org partai duhh placement emg no1,td ada banner gede di deretan pkl danau unesa tulisannya kyk ttg gaada pungutan buat pkl dll gitu ternyata pas mendekat dibawahnya ada foto org partai duhh placement emg no
2022-01-08 15:38:09+00:00,Nesa! Kkn iku harus beda prodi ta? Atau sak prodi sak geng isok janjian?,nesa kkn iku harus beda prodi ta atau sak prodi sak geng isok janjian,nesa kkn iku harus beda prodi ta atau sak prodi sak geng isok janjian
2022-01-08 15:18:59+00:00,"Nesa! Alhamdulillah bersyukur bgt IPK sm 1 udah keluar. Semoga jadi awal yang baikk, kasih tips biar IPK bisa stabil dong kak",nesa alhamdulillah bersyukur banget ipk sm 1 udah keluar semoga jadi awal baikk kasih tips biar ipk bisa stabil dong kak,nesa alhamdulillah bersyukur bgt ipk sm  udah keluar semoga jadi awal yang baikk kasih tips biar ipk bisa stabil dong kak
2022-01-08 14:58:48+00:00,nesa! maaf aku masih bingung maksudnya ngulang itu gimana ya?🙏🏻 baru semester 1 https://t.co/q0oTFNuoJ0 https://t.co/f82dP7cJgA,nesa maaf aku masih bingung maksudnya ngulang gimana ya🙏🏻 baru semester 1,nesa maaf aku masih bingung maksudnya ngulang itu gimana ya🙏🏻 baru semester  httpstcoqotfnuoj httpstcofdpcjga
2022-01-08 14:54:32+00:00,Nesa! Terakhir proses SPK tanggal berapa ya ?,nesa terakhir proses spk tanggal berapa ya,nesa terakhir proses spk tanggal berapa ya 
2022-01-08 14:52:25+00:00,"Nesa! yang smt kemarin masih full online buat smt depan udah ada isu mau offline atau kayaknya masih online ya? 
Makasii🙏",nesa smt kemarin masih full online buat smt depan udah isu mau offline atau kayaknya masih online ya makasii🙏,"nesa yang smt kemarin masih full online buat smt depan udah ada isu mau offline atau kayaknya masih online ya 
makasii🙏"
2022-01-08 14:46:00+00:00,"nesa! kakak2 mau tanyaa, kalo ada nilai D dimatkul utama ituu gimanaa ya?",nesa kakak2 mau tanyaa kalo nilai d dimatkul utama ituu gimanaa ya,nesa kakak mau tanyaa kalo ada nilai d dimatkul utama ituu gimanaa ya
2022-01-08 14:09:28+00:00,"DB Asia 5 - 5 Vamos FC
Susul menyusul gol terjadi dalam pertandingan Vamos FC melawan DB Asia. Laga tersebut berlangsung dalam pekan pertama Liga Futsal Pro 2021 di GOR Unesa, Surabaya, Sabtu 8 Januari 2022. Saking serunya sampai tercipta 10 gol dalam 2×20 menit. #ffi08012022 https://t.co/QDvtSHflA5",db asia 5 5 vamos fc susul menyusul gol terjadi pertandingan vamos fc melawan db asia laga tersebut berlangsung pekan pertama liga futsal pro 2021 gor unesa surabaya sabtu 8 januari 2022 saking serunya sampai tercipta 10 gol 2×20 menit ffi08012022,"db asia    vamos fc
susul menyusul gol terjadi dalam pertandingan vamos fc melawan db asia laga tersebut berlangsung dalam pekan pertama liga futsal pro  di gor unesa surabaya sabtu  januari  saking serunya sampai tercipta  gol dalam × menit ffi httpstcoqdvtshfla"
2022-01-08 13:43:22+00:00,"Seluruh pemain dan ofisial tim peserta Liga Futsal Pro 2021, telah menjalani swab PCR. Bagian dari prokes ini dilaksanakan pada Jumat 7 Januari 2022 di GOR Unesa, Surabaya. selengkapnya klik link ini https://t.co/RfC5ruSABZ  #ffi07012022 #futsalIndonesia https://t.co/4aS72dWySD",seluruh pemain ofisial tim peserta liga futsal pro 2021 telah menjalani swab pcr bagian prokes dilaksanakan jumat 7 januari 2022 gor unesa surabaya selengkapnya klik link ffi07012022 futsalindonesia,seluruh pemain dan ofisial tim peserta liga futsal pro  telah menjalani swab pcr bagian dari prokes ini dilaksanakan pada jumat  januari  di gor unesa surabaya selengkapnya klik link ini httpstcorfcrusabz  ffi futsalindonesia httpstcoasdwysd
2022-01-08 13:17:33+00:00,"List PTN goes to school:
UB, UNESA, UNEJ, UNAIR, UNM, UIN, UTM, UPN.

Kampus saya luar negeri jadi gamasuk list👍",list ptn goes to school ub unesa unej unair unm uin utm upn kampus saya luar negeri jadi gamasuk list👍,"list ptn goes to school
ub unesa unej unair unm uin utm upn

kampus saya luar negeri jadi gamasuk list👍"
2022-01-08 12:19:15+00:00,Nesa! Angkatan 20 kira-kira lulusnya tahun apa bulan berapa ya paling cepet?,nesa angkatan 20 kirakira lulusnya tahun apa bulan berapa ya paling cepet,nesa angkatan  kirakira lulusnya tahun apa bulan berapa ya paling cepet
2022-01-08 12:02:17+00:00,nesa! Jumlah nilai indeks 29.25 termasuk kecil ga?,nesa jumlah nilai indeks 2925 termasuk kecil ga,nesa jumlah nilai indeks  termasuk kecil ga
2022-01-08 11:42:32+00:00,"Seluruh pemain dan ofisial tim peserta Liga Futsal Pro 2021, telah menjalani swab PCR. Bagian dari prokes ini dilaksanakan pada Jumat 7 Januari 2022 di GOR Unesa, Surabaya. selengkapnya klik link ini https://t.co/G1QrxRsXUa  #ffi07012022 #futsalIndonesia https://t.co/u0OVX8SnEI",seluruh pemain ofisial tim peserta liga futsal pro 2021 telah menjalani swab pcr bagian prokes dilaksanakan jumat 7 januari 2022 gor unesa surabaya selengkapnya klik link ffi07012022 futsalindonesia,seluruh pemain dan ofisial tim peserta liga futsal pro  telah menjalani swab pcr bagian dari prokes ini dilaksanakan pada jumat  januari  di gor unesa surabaya selengkapnya klik link ini httpstcogqrxrsxua  ffi futsalindonesia httpstcouovxsnei
2022-01-08 11:15:00+00:00,"ptn! nilai rata rata 86,39 mending nyoba di sasing unair atau sasing unesa ya?",ptn nilai rata rata 8639 mending nyoba sasing unair atau sasing unesa ya,ptn nilai rata rata  mending nyoba di sasing unair atau sasing unesa ya
2022-01-08 10:35:35+00:00,Pengen bucin tapi bingung sama siapa https://t.co/OUDRVEyEYU,pengen bucin tapi bingung sama siapa,pengen bucin tapi bingung sama siapa httpstcooudrveyeyu
2022-01-08 10:14:31+00:00,"Safin 1 - 6 IPC Pelindo
IPC Pelindo menang telak atas Safin FC dalam pekan pertama Liga Futsal Pro 2021. Bermain di GOR Unesa, Surabaya, Sabtu 8 Januari 2022, IPC menang 6-1 atas Safin.

#ffi08012022 #futsal #indonesia https://t.co/FnWQiSMFtR",safin 1 6 ipc pelindo ipc pelindo menang telak atas safin fc pekan pertama liga futsal pro 2021 bermain gor unesa surabaya sabtu 8 januari 2022 ipc menang 61 atas safin ffi08012022 futsal indonesia,"safin    ipc pelindo
ipc pelindo menang telak atas safin fc dalam pekan pertama liga futsal pro  bermain di gor unesa surabaya sabtu  januari  ipc menang  atas safin

ffi futsal indonesia httpstcofnwqismftr"
2022-01-08 09:32:47+00:00,"Sebelum mulai semester baru nanti, ada saran gak nih buat adik-adik biar kuliahnya lancar? ✌🏻",sebelum mulai semester baru nanti saran nih buat adikadik biar kuliahnya lancar ✌🏻,sebelum mulai semester baru nanti ada saran gak nih buat adikadik biar kuliahnya lancar ✌🏻
2022-01-08 08:55:48+00:00,"keputih-danau unesa-alun² darjo 👍🏽

antara gbut mbe stres",keputihdanau unesaalun² darjo 👍🏽 antara gbut mbe stres,"keputihdanau unesaalun² darjo 👍🏽

antara gbut mbe stres"
2022-01-08 08:48:26+00:00,"Seluruh pemain dan ofisial tim peserta Liga Futsal Pro 2021, telah menjalani swab PCR. Bagian dari prokes ini dilaksanakan pada Jumat 7 Januari 2022 di GOR Unesa, Surabaya. selengkapnya klik link ini https://t.co/GaYHGePqmi  #ffi07012022 #futsalIndonesia https://t.co/AaxL0Pvr7W",seluruh pemain ofisial tim peserta liga futsal pro 2021 telah menjalani swab pcr bagian prokes dilaksanakan jumat 7 januari 2022 gor unesa surabaya selengkapnya klik link ffi07012022 futsalindonesia,seluruh pemain dan ofisial tim peserta liga futsal pro  telah menjalani swab pcr bagian dari prokes ini dilaksanakan pada jumat  januari  di gor unesa surabaya selengkapnya klik link ini httpstcogayhgepqmi  ffi futsalindonesia httpstcoaaxlpvrw
2022-01-08 08:46:35+00:00,unesa - sastra inggris https://t.co/sZ6Oy7NEq1,unesa sastra inggris,unesa  sastra inggris httpstcoszoyneq
2022-01-08 08:09:03+00:00,"Kancil BBK 1 - 1 BTS
KANCIL BBK berhasil menahan tim bertabur bintang BTS FC dalam pertandingan pekan pertama Liga Futsal Pro 2021. Laga berlangsung di GOR Unesa, Surabaya, Sabtu 8 Januari 2022.
#ffi08012022 #futsal #indonesia https://t.co/RAL5GceWdt",kancil bbk 1 1 bts kancil bbk berhasil menahan tim bertabur bintang bts fc pertandingan pekan pertama liga futsal pro 2021 laga berlangsung gor unesa surabaya sabtu 8 januari 2022 ffi08012022 futsal indonesia,"kancil bbk    bts
kancil bbk berhasil menahan tim bertabur bintang bts fc dalam pertandingan pekan pertama liga futsal pro  laga berlangsung di gor unesa surabaya sabtu  januari 
ffi futsal indonesia httpstcoralgcewdt"
2022-01-08 06:46:46+00:00,"Halus 1 - 2 Pendekar United

PENDEKAR United memenangi pertandingan pembuka Liga Futsal Pro 2021. Kemenangan didapat atas Halus FC dalam pekan pertama yang berlangsung di GOR Unesa, Surabaya, Sabtu 8 Januari 2021.
#ffi08072022 #futsal #indonesia https://t.co/BXjV3o9fjq",halus 1 2 pendekar united pendekar united memenangi pertandingan pembuka liga futsal pro 2021 kemenangan didapat atas halus fc pekan pertama berlangsung gor unesa surabaya sabtu 8 januari 2021 ffi08072022 futsal indonesia,"halus    pendekar united

pendekar united memenangi pertandingan pembuka liga futsal pro  kemenangan didapat atas halus fc dalam pekan pertama yang berlangsung di gor unesa surabaya sabtu  januari 
ffi futsal indonesia httpstcobxjvofjq"
2022-01-08 06:32:17+00:00,"nesa!
kalo ikt kampus merdeka itu semester selanjutnya gabjsa ikt kkn ya?",nesa kalo ikt kampus merdeka semester selanjutnya gabjsa ikt kkn ya,"nesa
kalo ikt kampus merdeka itu semester selanjutnya gabjsa ikt kkn ya"
2022-01-08 06:16:19+00:00,nesa! pie rek mengecewakan ta membanggakan,nesa pie rek mengecewakan ta membanggakan,nesa pie rek mengecewakan ta membanggakan
2022-01-08 05:46:56+00:00,"Hati-hati lubang dalam di jln Mayjend Yono Suwono dr arah Mayjend Sungkono menuju Unesa. Lokasi lubang dalam, utara pos pantau polisi, dan samping pos polisi dipasang pembatas jalan.
Sebelum ranchmarket jg banyak lubang, @e100ss",hatihati lubang jln mayjend yono suwono arah mayjend sungkono menuju unesa lokasi lubang utara pos pantau polisi samping pos polisi dipasang pembatas jalan sebelum ranchmarket jg banyak lubang e100ss,"hatihati lubang dalam di jln mayjend yono suwono dr arah mayjend sungkono menuju unesa lokasi lubang dalam utara pos pantau polisi dan samping pos polisi dipasang pembatas jalan
sebelum ranchmarket jg banyak lubang ess"
2022-01-08 04:57:26+00:00,GOR unesa lantaine wes d tempeli plastik e. Yo ngunu ben apik titik,gor unesa lantaine wes d tempeli plastik e yo ngunu ben apik titik,gor unesa lantaine wes d tempeli plastik e yo ngunu ben apik titik
2022-01-08 03:45:12+00:00,"Sekitar tahun 1997 Apartemen Puncak Bukit golf ini terlihat jelas kalau dilihat dari area Danau Unesa,sekarang terhalang Landmarc. https://t.co/SLRNcKVWm3",sekitar tahun 1997 apartemen puncak bukit golf terlihat jelas kalau dilihat area danau unesasekarang terhalang landmarc,sekitar tahun  apartemen puncak bukit golf ini terlihat jelas kalau dilihat dari area danau unesasekarang terhalang landmarc httpstcoslrnckvwm
2022-01-08 03:40:23+00:00,SchApp! Kakak kakak ada yang keterima unesa jalur prestasi ngga yaa? Mau tanya tanya bolehh? Nanti sender dm hehe terimakasiiiiiiii 🥺🥺💕,schapp kakak kakak keterima unesa jalur prestasi ngga yaa mau tanya tanya bolehh nanti sender dm hehe terimakasiiiiiiii 🥺🥺💕,schapp kakak kakak ada yang keterima unesa jalur prestasi ngga yaa mau tanya tanya bolehh nanti sender dm hehe terimakasiiiiiiii 🥺🥺💕
2022-01-08 02:41:21+00:00,aku bangga banget jd anak HI unesa,aku bangga banget jadi anak hi unesa,aku bangga banget jd anak hi unesa
2022-01-08 01:24:01+00:00,Genk kalian libur semester berapaa lamaa nih🤩 rencana mau ngapain ajaa selama liburr?,genk kalian libur semester berapaa lamaa nih🤩 rencana mau ngapain ajaa selama liburr,genk kalian libur semester berapaa lamaa nih🤩 rencana mau ngapain ajaa selama liburr
2022-01-08 00:16:51+00:00,"Awal mula di tahun ini saya tertekan, enak unesa polll kuliah e 😭 https://t.co/iaHjnYhXXP",awal mula tahun saya tertekan enak unesa polll kuliah e 😭,awal mula di tahun ini saya tertekan enak unesa polll kuliah e 😭 httpstcoiahjnyhxxp
2022-01-07 23:50:06+00:00,"Seluruh pemain dan ofisial tim peserta Liga Futsal Pro 2021, telah menjalani swab PCR. Bagian dari prokes ini dilaksanakan pada Jumat 7 Januari 2022 di GOR Unesa, Surabaya. selengkapnya klik link ini https://t.co/MtA0F1ibua  #ffi07012022 #futsalIndonesia https://t.co/orGZVdAvgQ",seluruh pemain ofisial tim peserta liga futsal pro 2021 telah menjalani swab pcr bagian prokes dilaksanakan jumat 7 januari 2022 gor unesa surabaya selengkapnya klik link ffi07012022 futsalindonesia,seluruh pemain dan ofisial tim peserta liga futsal pro  telah menjalani swab pcr bagian dari prokes ini dilaksanakan pada jumat  januari  di gor unesa surabaya selengkapnya klik link ini httpstcomtafibua  ffi futsalindonesia httpstcoorgzvdavgq
2022-01-07 22:43:35+00:00,nesa! yg semester 3 IP kalian gimana? tetep naik dan aman kah? atau ini emang kebanyakan pada turun ya? thanks,nesa semester 3 ip kalian gimana tetep naik aman kah atau emang kebanyakan turun ya thanks,nesa yg semester  ip kalian gimana tetep naik dan aman kah atau ini emang kebanyakan pada turun ya thanks
2022-01-07 16:07:55+00:00,Join me in my Space!  Lanjut lanjut https://t.co/RcqU9P9uiU,join me in my space lanjut lanjut,join me in my space  lanjut lanjut httpstcorcqupuiu
2022-01-07 15:00:33+00:00,lolos snmptn unesa who? https://t.co/xq69MfcIvl,lolos snmptn unesa who,lolos snmptn unesa who httpstcoxqmfcivl
2022-01-07 14:56:02+00:00,Nesa! Mau tanya kalo buat turnitin daftar pustaka ikut dimasukkin apa gak perlu ya?,nesa mau tanya kalo buat turnitin daftar pustaka ikut dimasukkin apa perlu ya,nesa mau tanya kalo buat turnitin daftar pustaka ikut dimasukkin apa gak perlu ya
2022-01-07 14:29:23+00:00,nesa! Rek mau tanya dari terminal Bungurasih ke unesa Ketintang selain naik grab/gojek bisa naik apa ya? Bis/angkot kah? Tarifnya berapa ya?,nesa rek mau tanya terminal bungurasih unesa ketintang selain naik grabgojek bisa naik apa ya bisangkot kah tarifnya berapa ya,nesa rek mau tanya dari terminal bungurasih ke unesa ketintang selain naik grabgojek bisa naik apa ya bisangkot kah tarifnya berapa ya
2022-01-07 14:18:46+00:00,"nesa! ipk akhir pas lulus pake gpa semester 1 dan 2 ga? kan ada tuh kampus buat penentuan ipk akhir pake gpa sem 3-lulus. kalau unesa gimana ya, thankyouu kakak-kakakk",nesa ipk akhir pas lulus pake gpa semester 1 2 ga kan tuh kampus buat penentuan ipk akhir pake gpa sem 3lulus kalau unesa gimana ya thankyouu kakakkakakk,nesa ipk akhir pas lulus pake gpa semester  dan  ga kan ada tuh kampus buat penentuan ipk akhir pake gpa sem lulus kalau unesa gimana ya thankyouu kakakkakakk
2022-01-07 13:04:00+00:00,Info nasi goreng yang enak dong. Kalau bisa yang sekalian makannya di suapin gitu loh 🥲,info nasi goreng enak dong kalau bisa sekalian makannya suapin gitu loh 🥲,info nasi goreng yang enak dong kalau bisa yang sekalian makannya di suapin gitu loh 🥲
2022-01-07 13:02:03+00:00,Ini kenapa yang ujan di luar tapi yang basah di hati 😭,kenapa ujan luar tapi basah hati 😭,ini kenapa yang ujan di luar tapi yang basah di hati 😭
2022-01-07 12:05:00+00:00,"PTN! Nilai rata-rata 88 aman ngga snmptn pilih unesa/unej? btw soshum, makasii",ptn nilai ratarata 88 aman ngga snmptn pilih unesaunej btw soshum makasii,ptn nilai ratarata  aman ngga snmptn pilih unesaunej btw soshum makasii
2022-01-07 11:58:58+00:00,enak di unesa apa unair? jujur masih bingung milih ini,enak unesa apa unair jujur masih bingung milih,enak di unesa apa unair jujur masih bingung milih ini
2022-01-07 11:10:39+00:00,"Gimana hasil semesterannya kawan"" nesa! ? Mau mengutarakan sesuatu 😆",gimana hasil semesterannya kawan nesa mau mengutarakan sesuatu 😆,gimana hasil semesterannya kawan nesa  mau mengutarakan sesuatu 😆
2022-01-07 10:44:33+00:00,pengen banjir-banjiran di unesa wkwkwk,pengen banjirbanjiran unesa wkwkwk,pengen banjirbanjiran di unesa wkwkwk
2022-01-07 10:37:18+00:00,Nih aku kalau masuk manajemen unesa jadi pembuka nih,nih aku kalau masuk manajemen unesa jadi pembuka nih,nih aku kalau masuk manajemen unesa jadi pembuka nih
2022-01-07 10:22:54+00:00,"-rek pasar sg deket unesa liwed dimana ya ? mau beli teajus 😭 aku dari luar sby, jd blm faham, thx",rek pasar sg deket unesa liwed dimana ya mau beli teajus 😭 aku luar sby jadi belum faham thx,rek pasar sg deket unesa liwed dimana ya  mau beli teajus 😭 aku dari luar sby jd blm faham thx
2022-01-07 10:18:36+00:00,di nesa! ada fasilitas konseling ga? kalo ada di mana ya? makasih,nesa fasilitas konseling ga kalo mana ya makasih,di nesa ada fasilitas konseling ga kalo ada di mana ya makasih
2022-01-07 09:19:03+00:00,"nesa! rek emang dosen unesa banyak yang gamau perbaikan nilai ya? kalau misal pas entry nilai dpt yang ga sesuai gitu mending minta tugas tambahan sebelum entry nilai atau gmn ya? tolong dong kating, beri aku solusi :)",nesa rek emang dosen unesa banyak gamau perbaikan nilai ya kalau misal pas entry nilai dpt ga sesuai gitu mending minta tugas tambahan sebelum entry nilai atau bagaimana ya tolong dong kating beri aku solusi,nesa rek emang dosen unesa banyak yang gamau perbaikan nilai ya kalau misal pas entry nilai dpt yang ga sesuai gitu mending minta tugas tambahan sebelum entry nilai atau gmn ya tolong dong kating beri aku solusi 
2022-01-07 07:43:25+00:00,nesa! cara liat nilai ip tuh di mana ya? makasih,nesa cara liat nilai ip tuh mana ya makasih,nesa cara liat nilai ip tuh di mana ya makasih
2022-01-07 07:39:09+00:00,nesa! kalo mau daftar magang merdeka tp ga relate sama sekali sama jurusan kita tuh biasanya dibolehin sama kampus/dosen2 di jurusan nggak ya?,nesa kalo mau daftar magang merdeka tapi ga relate sama sekali sama jurusan kita tuh biasanya dibolehin sama kampusdosen2 jurusan nggak ya,nesa kalo mau daftar magang merdeka tp ga relate sama sekali sama jurusan kita tuh biasanya dibolehin sama kampusdosen di jurusan nggak ya
2022-01-07 06:58:31+00:00,"Inilah jadwal pekan 1 #LigaFutsalIndonesia musim 2021-22 yang akan berlangsung di GOR Unesa, Surabaya pada 8 dan 9 Januari besok.

#Futsal #FutsalIndonsia #LigaFutsalProfesional #ProFutsalLeague https://t.co/dsaEMrIMh7",inilah jadwal pekan 1 ligafutsalindonesia musim 202122 berlangsung gor unesa surabaya 8 9 januari besok futsal futsalindonsia ligafutsalprofesional profutsalleague,"inilah jadwal pekan  ligafutsalindonesia musim  yang akan berlangsung di gor unesa surabaya pada  dan  januari besok

futsal futsalindonsia ligafutsalprofesional profutsalleague httpstcodsaemrimh"
2022-01-07 06:50:15+00:00,nesa! Mending kkn semester 6 atau 7 ?,nesa mending kkn semester 6 atau 7,nesa mending kkn semester  atau  
2022-01-07 06:26:29+00:00,es teh indonesia cabang babatan unesa emang paling top!,es teh indonesia cabang babatan unesa emang paling top,es teh indonesia cabang babatan unesa emang paling top
2022-01-07 06:16:16+00:00,"nesa! Hari ini terakhir input nilai, tapi masih ada 5 mk yang belum ada nilainya 😭😭
Itu kenapa ya kak?",nesa hari terakhir input nilai tapi masih 5 mk belum nilainya 😭😭 kenapa ya kak,"nesa hari ini terakhir input nilai tapi masih ada  mk yang belum ada nilainya 😭😭
itu kenapa ya kak"
2022-01-07 06:01:42+00:00,"Dibalik ibu vania yang sayang banget sama keluarganya
Gua salut si sama penelitian scientist dia soal tiktok di bidang illmu komunikasi dan media
Proud of u madam 👏🏻
.
.
.
Dia juga
(Gapernah bahas SJW, S3 ilkom, Dosen Unesa)",dibalik ibu vania sayang banget sama keluarganya gua salut si sama penelitian scientist dia soal tiktok bidang illmu komunikasi media proud of u madam 👏🏻 dia gapernah bahas sjw s3 ilkom dosen unesa,"dibalik ibu vania yang sayang banget sama keluarganya
gua salut si sama penelitian scientist dia soal tiktok di bidang illmu komunikasi dan media
proud of u madam 👏🏻



dia juga
gapernah bahas sjw s ilkom dosen unesa"
2022-01-07 05:48:38+00:00,nesa! mau tanya kakak kakak disini apakah maba bisa mengajukan perpanjangan pembayaran ukt? makasih,nesa mau tanya kakak kakak disini apakah maba bisa mengajukan perpanjangan pembayaran ukt makasih,nesa mau tanya kakak kakak disini apakah maba bisa mengajukan perpanjangan pembayaran ukt makasih
2022-01-07 05:27:24+00:00,"nesa!
info beasiswa?",nesa info beasiswa,"nesa
info beasiswa"
2022-01-07 04:42:50+00:00,Menunggu kabar dosen Unesa di pecat dengan tidak hormat https://t.co/WpDcbcrnAo,menunggu kabar dosen unesa pecat hormat,menunggu kabar dosen unesa di pecat dengan tidak hormat httpstcowpdcbcrnao
2022-01-07 04:08:44+00:00,Nesa! Belum ada info penurunan/bantuan ukt buat semester genap ta rek?,nesa belum info penurunanbantuan ukt buat semester genap ta rek,nesa belum ada info penurunanbantuan ukt buat semester genap ta rek
2022-01-07 03:42:06+00:00,nesa! kapan cair ini gaisss yg beasiswa dr kemdik xixi,nesa kapan cair gaisss beasiswa kemdik xixi,nesa kapan cair ini gaisss yg beasiswa dr kemdik xixi
2022-01-07 01:56:45+00:00,nesa! Waktu kita libur semester boleh ga sih dalam hari libur itu kita ngechat dosen? Apa nunggu sampe liburan selesai ya?,nesa waktu kita libur semester boleh ga sih hari libur kita ngechat dosen apa nunggu sampe liburan selesai ya,nesa waktu kita libur semester boleh ga sih dalam hari libur itu kita ngechat dosen apa nunggu sampe liburan selesai ya
2022-01-07 01:32:12+00:00,"Mengenal Dwi Kristiastuti, Dosen Unesa dan Olahan Nasi Instan https://t.co/Ngf3gmBtxy",mengenal dwi kristiastuti dosen unesa olahan nasi instan,mengenal dwi kristiastuti dosen unesa dan olahan nasi instan httpstcongfgmbtxy
2022-01-07 00:42:18+00:00,"Mengenal Dwi Kristiastuti, Dosen Unesa dan Olahan Nasi Instan https://t.co/ODA3wCH0GU",mengenal dwi kristiastuti dosen unesa olahan nasi instan,mengenal dwi kristiastuti dosen unesa dan olahan nasi instan httpstcoodawchgu
2022-01-06 22:31:31+00:00,"Tutup Tahun 2021, Gubernur Terima Penghargaan Pendidikan dari UNESA

https://t.co/AymXvhc5Km",tutup tahun 2021 gubernur terima penghargaan pendidikan unesa,"tutup tahun  gubernur terima penghargaan pendidikan dari unesa

httpstcoaymxvhckm"
2022-01-06 20:41:26+00:00,"Pas sampe di depan rsi, jalan kaki sampe ke unesa. Di tengah jalan sepatuku jebol karena kena becek²an :') akhirnya beli lem sepatu terus ngelem sepatu di atas becak dan sampailah ke gedung tempat ak tes.. https://t.co/SEw1sBbxWV",pas sampe depan rsi jalan kaki sampe unesa tengah jalan sepatuku jebol kena becek²an akhirnya beli lem sepatu terus ngelem sepatu atas becak sampailah gedung tempat ak tes,pas sampe di depan rsi jalan kaki sampe ke unesa di tengah jalan sepatuku jebol karena kena becek²an  akhirnya beli lem sepatu terus ngelem sepatu di atas becak dan sampailah ke gedung tempat ak tes httpstcosewsbbxwv
2022-01-06 20:40:13+00:00,"Jadi keinget masa SBMPTN dulu deh, nerbener... Berangkat ke unesa ngebis bener² desek²an, berdiri ±1,5 jam dr ak naik sampe turun d bungurasih. Terus besoknya pas berangkat tes gerimis mayan deres ampe baju ya mendekati basah. Mana ga bawa baju ganti pulak cm bawa kerudung ganti",jadi keinget masa sbmptn dulu deh nerbener berangkat unesa ngebis bener² desek²an berdiri ±15 jam ak naik sampe turun d bungurasih terus besoknya pas berangkat tes gerimis mayan deres ampe baju ya mendekati basah mana ga bawa baju ganti pulak cm bawa kerudung ganti,jadi keinget masa sbmptn dulu deh nerbener berangkat ke unesa ngebis bener² desek²an berdiri ± jam dr ak naik sampe turun d bungurasih terus besoknya pas berangkat tes gerimis mayan deres ampe baju ya mendekati basah mana ga bawa baju ganti pulak cm bawa kerudung ganti
2022-01-06 17:10:38+00:00,unesa ga sie @tumevoiez km ya https://t.co/oIwExDhYBj,unesa ga sie tumevoiez km ya,unesa ga sie tumevoiez km ya httpstcooiwexdhybj
2022-01-06 17:03:52+00:00,Ada talk show dari Unesa gasabar sihh xixi https://t.co/hT9Vldhk8C,talk show unesa gasabar sihh xixi,ada talk show dari unesa gasabar sihh xixi httpstcohtvldhkc
2022-01-06 15:37:43+00:00,"Sch! Ada kakak kakak unesa jurusan manajemen yg bisa ditanyain tidak ? TIA

✄・・・
🧐 Trivia: Raden Saleh adalah maestro pelukis Indonesia yang berasal dari Semarang.",sch kakak kakak unesa jurusan manajemen bisa ditanyain tia ✄・・・ 🧐 trivia raden saleh adalah maestro pelukis indonesia berasal semarang,"sch ada kakak kakak unesa jurusan manajemen yg bisa ditanyain tidak  tia

✄・・・
🧐 trivia raden saleh adalah maestro pelukis indonesia yang berasal dari semarang"
2022-01-06 14:55:08+00:00,Stupit ciken unesa dan vans yg dah laku 🙃 https://t.co/LMzY8pZoJe,stupit ciken unesa vans dah laku 🙃,stupit ciken unesa dan vans yg dah laku 🙃 httpstcolmzypzoje
2022-01-06 14:52:57+00:00,BTS FC Siap Gelar Pekan Pertama Liga Futsal Pro 2021 di GOR Unesa https://t.co/q36d2i5UCZ,bts fc siap gelar pekan pertama liga futsal pro 2021 gor unesa,bts fc siap gelar pekan pertama liga futsal pro  di gor unesa httpstcoqdiucz
2022-01-06 14:30:32+00:00,Nesa! Wisuda biasanya bulan apa ya?,nesa wisuda biasanya bulan apa ya,nesa wisuda biasanya bulan apa ya
2022-01-06 13:03:37+00:00,"[cm] halo, di sini ada kah anak FIO Unesa angkatan 2021? aku mau nanya-nanya nih… thanks in advance!",cm halo sini kah anak fio unesa angkatan 2021 aku mau nanyananya nih… thanks in advance,cm halo di sini ada kah anak fio unesa angkatan  aku mau nanyananya nih… thanks in advance
2022-01-06 12:54:57+00:00,Nesa! Maksudku ke lidah wetan 😭🙏 enaknya naik apa ya yang murah?? https://t.co/6SbztP8FOl,nesa maksudku lidah wetan 😭🙏 enaknya naik apa ya murah,nesa maksudku ke lidah wetan 😭🙏 enaknya naik apa ya yang murah httpstcosbztpfol
2022-01-06 12:45:11+00:00,nesa! apa yang kamu pikirkan ketika mendengar “FIO”,nesa apa kamu pikirkan ketika mendengar “fio”,nesa apa yang kamu pikirkan ketika mendengar “fio”
2022-01-06 12:32:10+00:00,"Nesa! ada yang tau nggak grab/gojek dari stasiun pasar turi ke unesa ketintang harganya berapa? Aku maba, mau ke kampus perlu siapin uang dulu :"")) makasihhh",nesa tau nggak grabgojek stasiun pasar turi unesa ketintang harganya berapa aku maba mau kampus perlu siapin uang dulu makasihhh,nesa ada yang tau nggak grabgojek dari stasiun pasar turi ke unesa ketintang harganya berapa aku maba mau ke kampus perlu siapin uang dulu  makasihhh
2022-01-06 12:02:48+00:00,Nesa! Mau tanya ada yg dari  luar sby khususnya jawa barat?? Kalian kalo turun di stasiun mana ya??,nesa mau tanya luar sby khususnya jawa barat kalian kalo turun stasiun mana ya,nesa mau tanya ada yg dari  luar sby khususnya jawa barat kalian kalo turun di stasiun mana ya
